,Datesk,Item_Name,Date,Price
525368,20150430,Tomoto,30/04/2015,28.0
525679,20150501,Tomoto,1/5/2015,28.0
525881,20150502,Tomoto,2/5/2015,38.0
526345,20150503,Tomoto,3/5/2015,
526435,20150504,Tomoto,4/5/2015,36.0
527011,20150505,Tomoto,5/5/2015,37.0
527366,20150506,Tomoto,6/5/2015,38.0
527677,20150507,Tomoto,7/5/2015,38.0
528032,20150508,Tomoto,8/5/2015,36.0
528156,20150509,Tomoto,9/5/2015,34.0
528698,20150510,Tomoto,10/5/2015,
529009,20150511,Tomoto,11/5/2015,36.0
529364,20150512,Tomoto,12/5/2015,36.0
529675,20150513,Tomoto,13/05/2015,34.0
529798,20150514,Tomoto,14/05/2015,33.0
530342,20150515,Tomoto,15/05/2015,31.0
530697,20150516,Tomoto,16/05/2015,28.0
531008,20150517,Tomoto,17/05/2015,
531363,20150518,Tomoto,18/05/2015,24.0
531674,20150519,Tomoto,19/05/2015,26.0
532029,20150520,Tomoto,20/05/2015,29.0
532340,20150521,Tomoto,21/05/2015,35.0
532627,20150522,Tomoto,22/05/2015,44.0
533006,20150523,Tomoto,23/05/2015,45.0
533361,20150524,Tomoto,24/05/2015,
533672,20150525,Tomoto,25/05/2015,37.0
534027,20150526,Tomoto,26/05/2015,29.0
534338,20150527,Tomoto,27/05/2015,28.0
534693,20150528,Tomoto,28/05/2015,29.0
535004,20150529,Tomoto,29/05/2015,29.0
535359,20150530,Tomoto,30/05/2015,27.0
535669,20150531,Tomoto,31/05/2015,
536025,20150601,Tomoto,1/6/2015,22.0
536223,20150602,Tomoto,2/6/2015,22.0
536686,20150603,Tomoto,3/6/2015,29.0
537001,20150604,Tomoto,4/6/2015,27.0
537357,20150605,Tomoto,5/6/2015,26.0
537667,20150606,Tomoto,6/6/2015,22.0
538023,20150607,Tomoto,7/6/2015,
538356,20150608,Tomoto,8/6/2015,22.0
538689,20150609,Tomoto,9/6/2015,23.0
538999,20150610,Tomoto,10/6/2015,24.0
539355,20150611,Tomoto,11/6/2015,24.0
539665,20150612,Tomoto,12/6/2015,25.0
540021,20150613,Tomoto,13/06/2015,25.0
540331,20150614,Tomoto,14/06/2015,
540726,20150615,Tomoto,15/06/2015,22.0
540997,20150616,Tomoto,16/06/2015,22.0
541353,20150617,Tomoto,17/06/2015,22.0
541663,20150618,Tomoto,18/06/2015,22.0
542019,20150619,Tomoto,19/06/2015,22.0
542329,20150620,Tomoto,20/06/2015,22.0
542489,20150621,Tomoto,21/06/2015,
542995,20150622,Tomoto,22/06/2015,32.0
543352,20150623,Tomoto,23/06/2015,32.0
543664,20150624,Tomoto,24/06/2015,32.0
544019,20150625,Tomoto,25/06/2015,32.0
544330,20150626,Tomoto,26/06/2015,32.0
544685,20150627,Tomoto,27/06/2015,32.0
544992,20150628,Tomoto,28/06/2015,
545351,20150629,Tomoto,29/06/2015,32.0
545673,20150630,Tomoto,30/06/2015,31.0
546017,20150701,Tomoto,1/7/2015,30.0
546327,20150702,Tomoto,2/7/2015,25.0
546683,20150703,Tomoto,3/7/2015,26.0
546992,20150704,Tomoto,4/7/2015,26.0
547349,20150705,Tomoto,5/7/2015,
547659,20150706,Tomoto,6/7/2015,26.0
548015,20150707,Tomoto,7/7/2015,26.0
548325,20150708,Tomoto,8/7/2015,29.0
548538,20150709,Tomoto,9/7/2015,30.0
548992,20150710,Tomoto,10/7/2015,30.0
549348,20150711,Tomoto,11/7/2015,30.0
549658,20150712,Tomoto,12/7/2015,
549914,20150713,Tomoto,13/07/2015,30.0
550325,20150714,Tomoto,14/07/2015,30.0
550681,20150715,Tomoto,15/07/2015,28.0
550991,20150716,Tomoto,16/07/2015,28.0
551347,20150717,Tomoto,17/07/2015,27.0
551658,20150718,Tomoto,18/07/2015,28.0
552014,20150719,Tomoto,19/07/2015,
552324,20150720,Tomoto,20/07/2015,27.0
552680,20150721,Tomoto,21/07/2015,27.0
552990,20150722,Tomoto,22/07/2015,27.0
553346,20150723,Tomoto,23/07/2015,
553696,20150724,Tomoto,24/07/2015,25.0
554012,20150725,Tomoto,25/07/2015,27.0
554322,20150726,Tomoto,26/07/2015,
554678,20150727,Tomoto,27/07/2015,27.0
554988,20150728,Tomoto,28/07/2015,27.0
555344,20150729,Tomoto,29/07/2015,26.0
555680,20150730,Tomoto,30/07/2015,26.0
556010,20150731,Tomoto,31/07/2015,24.0
556320,20150801,Tomoto,1/8/2015,22.0
556677,20150802,Tomoto,2/8/2015,
556987,20150803,Tomoto,3/8/2015,17.0
557342,20150804,Tomoto,4/8/2015,16.0
557653,20150805,Tomoto,5/8/2015,14.0
558008,20150806,Tomoto,6/8/2015,14.0
558308,20150807,Tomoto,7/8/2015,14.0
558674,20150808,Tomoto,8/8/2015,12.0
558986,20150809,Tomoto,9/8/2015,
559340,20150810,Tomoto,10/8/2015,11.0
559652,20150811,Tomoto,11/8/2015,11.0
560006,20150812,Tomoto,12/8/2015,9.0
560318,20150813,Tomoto,13/08/2015,9.0
560672,20150814,Tomoto,14/08/2015,9.0
560984,20150815,Tomoto,15/08/2015,9.0
561124,20150816,Tomoto,16/08/2015,
561650,20150817,Tomoto,17/08/2015,12.0
562004,20150818,Tomoto,18/08/2015,14.0
562316,20150819,Tomoto,19/08/2015,14.0
562670,20150820,Tomoto,20/08/2015,16.0
562982,20150821,Tomoto,21/08/2015,16.0
563336,20150822,Tomoto,22/08/2015,16.0
563648,20150823,Tomoto,23/08/2015,
564002,20150824,Tomoto,24/08/2015,17.0
564314,20150825,Tomoto,25/08/2015,17.0
564668,20150826,Tomoto,26/08/2015,16.0
564754,20150827,Tomoto,27/08/2015,14.0
565334,20150828,Tomoto,28/08/2015,14.0
565635,20150829,Tomoto,29/08/2015,15.0
566000,20150830,Tomoto,30/08/2015,
566332,20150831,Tomoto,31/08/2015,15.0
566666,20150901,Tomoto,1/9/2015,14.0
566977,20150902,Tomoto,2/9/2015,12.0
567332,20150903,Tomoto,3/9/2015,12.0
567643,20150904,Tomoto,4/9/2015,13.0
567997,20150905,Tomoto,5/9/2015,13.0
568309,20150906,Tomoto,6/9/2015,
568663,20150907,Tomoto,7/9/2015,13.0
568975,20150908,Tomoto,8/9/2015,13.0
569348,20150909,Tomoto,9/9/2015,13.0
569640,20150910,Tomoto,10/9/2015,13.0
569995,20150911,Tomoto,11/9/2015,13.0
570306,20150912,Tomoto,12/9/2015,13.0
570661,20150913,Tomoto,13/09/2015,
570973,20150914,Tomoto,14/09/2015,13.0
571327,20150915,Tomoto,15/09/2015,13.0
571442,20150916,Tomoto,16/09/2015,13.0
571993,20150917,Tomoto,17/09/2015,
572305,20150918,Tomoto,18/09/2015,14.0
572539,20150919,Tomoto,19/09/2015,15.0
572971,20150920,Tomoto,20/09/2015,
573325,20150921,Tomoto,21/09/2015,15.0
573637,20150922,Tomoto,22/09/2015,16.0
573859,20150923,Tomoto,23/09/2015,19.0
574303,20150924,Tomoto,24/09/2015,20.0
574657,20150925,Tomoto,25/09/2015,20.0
574950,20150926,Tomoto,26/09/2015,
575323,20150927,Tomoto,27/09/2015,
575635,20150928,Tomoto,28/09/2015,25.0
575989,20150929,Tomoto,29/09/2015,25.0
576302,20150930,Tomoto,30/09/2015,28.0
576655,20151001,Tomoto,1/10/2015,27.0
576968,20151002,Tomoto,2/10/2015,28.0
577321,20151003,Tomoto,3/10/2015,26.0
577634,20151004,Tomoto,4/10/2015,
577987,20151005,Tomoto,5/10/2015,24.0
578300,20151006,Tomoto,6/10/2015,25.0
578652,20151007,Tomoto,7/10/2015,26.0
578966,20151008,Tomoto,8/10/2015,26.0
579319,20151009,Tomoto,9/10/2015,26.0
579633,20151010,Tomoto,10/10/2015,26.0
579985,20151011,Tomoto,11/10/2015,
580299,20151012,Tomoto,12/10/2015,26.0
580558,20151013,Tomoto,13/10/2015,27.0
580965,20151014,Tomoto,14/10/2015,27.0
581317,20151015,Tomoto,15/10/2015,
581631,20151016,Tomoto,16/10/2015,26.0
581983,20151017,Tomoto,17/10/2015,26.0
582297,20151018,Tomoto,18/10/2015,
582667,20151019,Tomoto,19/10/2015,30.0
582963,20151020,Tomoto,20/10/2015,28.0
583315,20151021,Tomoto,21/10/2015,26.0
583628,20151022,Tomoto,22/10/2015,26.0
583908,20151023,Tomoto,23/10/2015,26.0
584295,20151024,Tomoto,24/10/2015,
584647,20151025,Tomoto,25/10/2015,
584961,20151026,Tomoto,26/10/2015,23.0
585313,20151027,Tomoto,27/10/2015,20.0
585627,20151028,Tomoto,28/10/2015,21.0
585979,20151029,Tomoto,29/10/2015,24.0
586293,20151030,Tomoto,30/10/2015,24.0
586517,20151031,Tomoto,31/10/2015,28.0
586959,20151101,Tomoto,1/11/2015,
587158,20151102,Tomoto,2/11/2015,28.0
587624,20151103,Tomoto,3/11/2015,30.0
587976,20151104,Tomoto,4/11/2015,32.0
588290,20151105,Tomoto,5/11/2015,42.0
588642,20151106,Tomoto,6/11/2015,40.0
588956,20151107,Tomoto,7/11/2015,44.0
589308,20151108,Tomoto,8/11/2015,
589622,20151109,Tomoto,9/11/2015,42.0
589973,20151110,Tomoto,10/11/2015,40.0
590288,20151111,Tomoto,11/11/2015,40.0
590668,20151112,Tomoto,12/11/2015,
590953,20151113,Tomoto,13/11/2015,52.0
591337,20151114,Tomoto,14/11/2015,52.0
591431,20151115,Tomoto,15/11/2015,
591971,20151116,Tomoto,16/11/2015,64.0
592285,20151117,Tomoto,17/11/2015,64.0
592637,20151118,Tomoto,18/11/2015,60.0
592951,20151119,Tomoto,19/11/2015,60.0
593303,20151120,Tomoto,20/11/2015,60.0
593617,20151121,Tomoto,21/11/2015,60.0
593969,20151122,Tomoto,22/11/2015,
594299,20151123,Tomoto,23/11/2015,60.0
594634,20151124,Tomoto,24/11/2015,60.0
594948,20151125,Tomoto,25/11/2015,52.0
595300,20151126,Tomoto,26/11/2015,52.0
595514,20151127,Tomoto,27/11/2015,48.0
595696,20151128,Tomoto,28/11/2015,48.0
596280,20151129,Tomoto,29/11/2015,
596632,20151130,Tomoto,30/11/2015,44.0
596946,20151201,Tomoto,1/12/2015,40.0
597298,20151202,Tomoto,2/12/2015,36.0
597612,20151203,Tomoto,3/12/2015,32.0
597750,20151204,Tomoto,4/12/2015,30.0
598278,20151205,Tomoto,5/12/2015,30.0
598630,20151206,Tomoto,6/12/2015,
598944,20151207,Tomoto,7/12/2015,30.0
599296,20151208,Tomoto,8/12/2015,30.0
599611,20151209,Tomoto,9/12/2015,32.0
599962,20151210,Tomoto,10/12/2015,33.0
600277,20151211,Tomoto,11/12/2015,33.0
600628,20151212,Tomoto,12/12/2015,32.0
600943,20151213,Tomoto,13/12/2015,
601293,20151214,Tomoto,14/12/2015,36.0
601608,20151215,Tomoto,15/12/2015,38.0
601734,20151216,Tomoto,16/12/2015,46.0
602274,20151217,Tomoto,17/12/2015,44.0
602624,20151218,Tomoto,18/12/2015,44.0
602939,20151219,Tomoto,19/12/2015,44.0
603291,20151220,Tomoto,20/12/2015,
603605,20151221,Tomoto,21/12/2015,40.0
603957,20151222,Tomoto,22/12/2015,38.0
604271,20151223,Tomoto,23/12/2015,36.0
604623,20151224,Tomoto,24/12/2015,34.0
604937,20151225,Tomoto,25/12/2015,32.0
605289,20151226,Tomoto,26/12/2015,32.0
605603,20151227,Tomoto,27/12/2015,
605954,20151228,Tomoto,28/12/2015,32.0
606268,20151229,Tomoto,29/12/2015,38.0
606620,20151230,Tomoto,30/12/2015,39.0
606934,20151231,Tomoto,31/12/2015,
607107,20160101,Tomoto,1/1/2016,40.0
607454,20160102,Tomoto,2/1/2016,48.0
607980,20160103,Tomoto,3/1/2016,
608173,20160104,Tomoto,4/1/2016,65.0
608438,20160105,Tomoto,5/1/2016,63.0
608786,20160106,Tomoto,6/1/2016,60.0
609267,20160107,Tomoto,7/1/2016,52.0
609452,20160108,Tomoto,8/1/2016,40.0
609770,20160109,Tomoto,9/1/2016,40.0
610118,20160110,Tomoto,10/1/2016,
610436,20160111,Tomoto,11/1/2016,34.0
610784,20160112,Tomoto,12/1/2016,34.0
611102,20160113,Tomoto,13/01/2016,35.0
611450,20160114,Tomoto,14/01/2016,35.0
611768,20160115,Tomoto,15/01/2016,35.0
612117,20160116,Tomoto,16/01/2016,35.0
612434,20160117,Tomoto,17/01/2016,
612774,20160118,Tomoto,18/01/2016,34.0
613283,20160119,Tomoto,19/01/2016,32.0
613449,20160120,Tomoto,20/01/2016,32.0
613766,20160121,Tomoto,21/01/2016,29.0
614115,20160122,Tomoto,22/01/2016,25.0
614549,20160123,Tomoto,23/01/2016,24.0
614781,20160124,Tomoto,24/01/2016,
615097,20160125,Tomoto,25/01/2016,22.0
615447,20160126,Tomoto,26/01/2016,22.0
615763,20160127,Tomoto,27/01/2016,22.0
616113,20160128,Tomoto,28/01/2016,20.0
616430,20160129,Tomoto,29/01/2016,20.0
616779,20160130,Tomoto,30/01/2016,19.0
617096,20160131,Tomoto,31/01/2016,
617445,20160201,Tomoto,1/2/2016,18.0
617762,20160202,Tomoto,2/2/2016,18.0
618111,20160203,Tomoto,3/2/2016,17.0
618428,20160204,Tomoto,4/2/2016,17.0
618777,20160205,Tomoto,5/2/2016,18.0
619095,20160206,Tomoto,6/2/2016,18.0
619443,20160207,Tomoto,7/2/2016,
619969,20160208,Tomoto,8/2/2016,16.0
620109,20160209,Tomoto,9/2/2016,14.0
620432,20160210,Tomoto,10/2/2016,14.0
620775,20160211,Tomoto,11/2/2016,13.0
621093,20160212,Tomoto,12/2/2016,13.0
621441,20160213,Tomoto,13/02/2016,13.0
621759,20160214,Tomoto,14/02/2016,
622107,20160215,Tomoto,15/02/2016,12.0
622425,20160216,Tomoto,16/02/2016,12.0
622773,20160217,Tomoto,17/02/2016,12.0
623091,20160218,Tomoto,18/02/2016,12.0
623439,20160219,Tomoto,19/02/2016,12.0
623915,20160220,Tomoto,20/02/2016,12.0
624106,20160221,Tomoto,21/02/2016,
624424,20160222,Tomoto,22/02/2016,12.0
624771,20160223,Tomoto,23/02/2016,12.0
625090,20160224,Tomoto,24/02/2016,12.0
625437,20160225,Tomoto,25/02/2016,13.0
625756,20160226,Tomoto,26/02/2016,13.0
626085,20160227,Tomoto,27/02/2016,13.0
626422,20160228,Tomoto,28/02/2016,
626769,20160229,Tomoto,29/02/2016,12.0
627088,20160301,Tomoto,1/3/2016,11.0
627379,20160302,Tomoto,2/3/2016,11.0
627754,20160303,Tomoto,3/3/2016,10.0
628102,20160304,Tomoto,4/3/2016,10.0
628420,20160305,Tomoto,5/3/2016,10.0
628656,20160306,Tomoto,6/3/2016,
629254,20160307,Tomoto,7/3/2016,10.0
629433,20160308,Tomoto,8/3/2016,10.0
629751,20160309,Tomoto,9/3/2016,
630098,20160310,Tomoto,10/3/2016,12.0
630416,20160311,Tomoto,11/3/2016,11.0
630763,20160312,Tomoto,12/3/2016,10.0
631081,20160313,Tomoto,13/03/2016,
631429,20160314,Tomoto,14/03/2016,10.0
631747,20160315,Tomoto,15/03/2016,10.0
632095,20160316,Tomoto,16/03/2016,10.0
632509,20160317,Tomoto,17/03/2016,10.0
632761,20160318,Tomoto,18/03/2016,10.0
633078,20160319,Tomoto,19/03/2016,10.0
633426,20160320,Tomoto,20/03/2016,
633839,20160321,Tomoto,21/03/2016,10.0
634092,20160322,Tomoto,22/03/2016,10.0
634349,20160323,Tomoto,23/03/2016,10.0
634758,20160324,Tomoto,24/03/2016,10.0
635245,20160325,Tomoto,25/03/2016,10.0
635424,20160326,Tomoto,26/03/2016,10.0
635741,20160327,Tomoto,27/03/2016,
636090,20160328,Tomoto,28/03/2016,11.0
636408,20160329,Tomoto,29/03/2016,11.0
636721,20160330,Tomoto,30/03/2016,13.0
637073,20160331,Tomoto,31/03/2016,
637422,20160401,Tomoto,1/4/2016,13.0
637739,20160402,Tomoto,2/4/2016,13.0
638088,20160403,Tomoto,3/4/2016,
638380,20160404,Tomoto,4/4/2016,13.0
638754,20160405,Tomoto,5/4/2016,13.0
639071,20160406,Tomoto,6/4/2016,16.0
639401,20160407,Tomoto,7/4/2016,16.0
639737,20160408,Tomoto,8/4/2016,16.0
640067,20160409,Tomoto,9/4/2016,16.0
640403,20160410,Tomoto,10/4/2016,
640772,20160411,Tomoto,11/4/2016,18.0
641069,20160412,Tomoto,12/4/2016,18.0
641399,20160413,Tomoto,13/04/2016,16.0
641735,20160414,Tomoto,14/04/2016,14.0
642238,20160415,Tomoto,15/04/2016,19.0
642401,20160416,Tomoto,16/04/2016,20.0
642732,20160417,Tomoto,17/04/2016,
643068,20160418,Tomoto,18/04/2016,24.0
643399,20160419,Tomoto,19/04/2016,24.0
643735,20160420,Tomoto,20/04/2016,25.0
644273,20160421,Tomoto,21/04/2016,25.0
644401,20160422,Tomoto,22/04/2016,25.0
644731,20160423,Tomoto,23/04/2016,26.0
645067,20160424,Tomoto,24/04/2016,
645397,20160425,Tomoto,25/04/2016,29.0
645733,20160426,Tomoto,26/04/2016,29.0
646053,20160427,Tomoto,27/04/2016,30.0
646399,20160428,Tomoto,28/04/2016,30.0
646729,20160429,Tomoto,29/04/2016,30.0
647065,20160430,Tomoto,30/04/2016,30.0
647395,20160501,Tomoto,1/5/2016,
647731,20160502,Tomoto,2/5/2016,38.0
648061,20160503,Tomoto,3/5/2016,48.0
648397,20160504,Tomoto,4/5/2016,48.0
648727,20160505,Tomoto,5/5/2016,48.0
649063,20160506,Tomoto,6/5/2016,46.0
649393,20160507,Tomoto,7/5/2016,44.0
649728,20160508,Tomoto,8/5/2016,
650058,20160509,Tomoto,9/5/2016,
650394,20160510,Tomoto,10/5/2016,44.0
650724,20160511,Tomoto,11/5/2016,42.0
651060,20160512,Tomoto,12/5/2016,40.0
651390,20160513,Tomoto,13/05/2016,38.0
651727,20160514,Tomoto,14/05/2016,38.0
652056,20160515,Tomoto,15/05/2016,
652393,20160516,Tomoto,16/05/2016,49.0
652753,20160517,Tomoto,17/05/2016,57.0
653059,20160518,Tomoto,18/05/2016,57.0
653387,20160519,Tomoto,19/05/2016,56.0
653725,20160520,Tomoto,20/05/2016,53.0
654054,20160521,Tomoto,21/05/2016,55.0
654391,20160522,Tomoto,22/05/2016,
654720,20160523,Tomoto,23/05/2016,55.0
654959,20160524,Tomoto,24/05/2016,54.0
655386,20160525,Tomoto,25/05/2016,54.0
655723,20160526,Tomoto,26/05/2016,52.0
656088,20160527,Tomoto,27/05/2016,54.0
656389,20160528,Tomoto,28/05/2016,54.0
656719,20160529,Tomoto,29/05/2016,
657216,20160530,Tomoto,30/05/2016,53.0
657385,20160531,Tomoto,31/05/2016,54.0
657721,20160601,Tomoto,1/6/2016,52.0
658051,20160602,Tomoto,2/6/2016,59.0
658331,20160603,Tomoto,3/6/2016,69.0
658717,20160604,Tomoto,4/6/2016,71.0
659053,20160605,Tomoto,5/6/2016,
659383,20160606,Tomoto,6/6/2016,72.0
659719,20160607,Tomoto,7/6/2016,75.0
660049,20160608,Tomoto,8/6/2016,75.0
660374,20160609,Tomoto,9/6/2016,75.0
660715,20160610,Tomoto,10/6/2016,77.0
661050,20160611,Tomoto,11/6/2016,77.0
661381,20160612,Tomoto,12/6/2016,
661898,20160613,Tomoto,13/06/2016,79.0
662047,20160614,Tomoto,14/06/2016,82.0
662382,20160615,Tomoto,15/06/2016,80.0
662713,20160616,Tomoto,16/06/2016,80.0
663048,20160617,Tomoto,17/06/2016,78.0
663405,20160618,Tomoto,18/06/2016,74.0
663716,20160619,Tomoto,19/06/2016,
664045,20160620,Tomoto,20/06/2016,55.0
664383,20160621,Tomoto,21/06/2016,55.0
664713,20160622,Tomoto,22/06/2016,52.0
665029,20160623,Tomoto,23/06/2016,48.0
665379,20160624,Tomoto,24/06/2016,45.0
665768,20160625,Tomoto,25/06/2016,45.0
666046,20160626,Tomoto,26/06/2016,
666383,20160627,Tomoto,27/06/2016,
666713,20160628,Tomoto,28/06/2016,50.0
667050,20160629,Tomoto,29/06/2016,50.0
667380,20160630,Tomoto,30/06/2016,50.0
667606,20160701,Tomoto,1/7/2016,44.0
668046,20160702,Tomoto,2/7/2016,44.0
668381,20160703,Tomoto,3/7/2016,
668712,20160704,Tomoto,4/7/2016,39.0
669047,20160705,Tomoto,5/7/2016,
669547,20160706,Tomoto,6/7/2016,36.0
669713,20160707,Tomoto,7/7/2016,33.0
670043,20160708,Tomoto,8/7/2016,30.0
670378,20160709,Tomoto,9/7/2016,30.0
670709,20160710,Tomoto,10/7/2016,
671044,20160711,Tomoto,11/7/2016,30.0
671375,20160712,Tomoto,12/7/2016,29.0
671710,20160713,Tomoto,13/07/2016,28.0
672025,20160714,Tomoto,14/07/2016,28.0
672376,20160715,Tomoto,15/07/2016,28.0
672707,20160716,Tomoto,16/07/2016,28.0
673041,20160717,Tomoto,17/07/2016,
673373,20160718,Tomoto,18/07/2016,30.0
673707,20160719,Tomoto,19/07/2016,30.0
674054,20160720,Tomoto,20/07/2016,30.0
674331,20160721,Tomoto,21/07/2016,
674705,20160722,Tomoto,22/07/2016,27.0
675039,20160723,Tomoto,23/07/2016,
675371,20160724,Tomoto,24/07/2016,
675705,20160725,Tomoto,25/07/2016,27.0
676037,20160726,Tomoto,26/07/2016,20.0
676371,20160727,Tomoto,27/07/2016,18.0
676703,20160728,Tomoto,28/07/2016,17.0
677093,20160729,Tomoto,29/07/2016,16.0
677369,20160730,Tomoto,30/07/2016,16.0
677704,20160731,Tomoto,31/07/2016,
678035,20160801,Tomoto,1/8/2016,14.0
678370,20160802,Tomoto,2/8/2016,14.0
678701,20160803,Tomoto,3/8/2016,13.0
679036,20160804,Tomoto,4/8/2016,
679367,20160805,Tomoto,5/8/2016,11.0
679702,20160806,Tomoto,6/8/2016,11.0
680033,20160807,Tomoto,7/8/2016,
680368,20160808,Tomoto,8/8/2016,10.0
680700,20160809,Tomoto,9/8/2016,10.0
681034,20160810,Tomoto,10/8/2016,
681287,20160811,Tomoto,11/8/2016,10.0
681700,20160812,Tomoto,12/8/2016,10.0
682032,20160813,Tomoto,13/08/2016,
682365,20160814,Tomoto,14/08/2016,
682699,20160815,Tomoto,15/08/2016,
683031,20160816,Tomoto,16/08/2016,
683484,20160817,Tomoto,17/08/2016,9.0
683697,20160818,Tomoto,18/08/2016,
684031,20160819,Tomoto,19/08/2016,9.0
684363,20160820,Tomoto,20/08/2016,9.0
684697,20160821,Tomoto,21/08/2016,
685029,20160822,Tomoto,22/08/2016,9.0
685363,20160823,Tomoto,23/08/2016,9.0
685695,20160824,Tomoto,24/08/2016,9.0
686143,20160825,Tomoto,25/08/2016,9.0
686445,20160826,Tomoto,26/08/2016,9.0
686695,20160827,Tomoto,27/08/2016,9.0
687028,20160828,Tomoto,28/08/2016,
687361,20160829,Tomoto,29/08/2016,9.0
687694,20160830,Tomoto,30/08/2016,9.0
688027,20160831,Tomoto,31/08/2016,
688360,20160901,Tomoto,1/9/2016,9.0
688693,20160902,Tomoto,2/9/2016,9.0
689026,20160903,Tomoto,3/9/2016,9.0
689359,20160904,Tomoto,4/9/2016,
689692,20160905,Tomoto,5/9/2016,
690025,20160906,Tomoto,6/9/2016,12.0
690358,20160907,Tomoto,7/9/2016,12.0
690691,20160908,Tomoto,8/9/2016,12.0
690989,20160909,Tomoto,9/9/2016,
691356,20160910,Tomoto,10/9/2016,12.0
691846,20160911,Tomoto,11/9/2016,
692022,20160912,Tomoto,12/9/2016,16.0
692447,20160913,Tomoto,13/09/2016,
692688,20160914,Tomoto,14/09/2016,23.0
693020,20160915,Tomoto,15/09/2016,23.0
693354,20160916,Tomoto,16/09/2016,
693685,20160917,Tomoto,17/09/2016,18.0
694019,20160918,Tomoto,18/09/2016,
694351,20160919,Tomoto,19/09/2016,18.0
694685,20160920,Tomoto,20/09/2016,18.0
695017,20160921,Tomoto,21/09/2016,17.0
695350,20160922,Tomoto,22/09/2016,17.0
695683,20160923,Tomoto,23/09/2016,
696016,20160924,Tomoto,24/09/2016,17.0
696349,20160925,Tomoto,25/09/2016,
696646,20160926,Tomoto,26/09/2016,17.0
697221,20160927,Tomoto,27/09/2016,18.0
697347,20160928,Tomoto,28/09/2016,19.0
697680,20160929,Tomoto,29/09/2016,19.0
698013,20160930,Tomoto,30/09/2016,
698346,20161001,Tomoto,1/10/2016,23.0
698679,20161002,Tomoto,2/10/2016,
699012,20161003,Tomoto,3/10/2016,28.0
699346,20161004,Tomoto,4/10/2016,28.0
699678,20161005,Tomoto,5/10/2016,28.0
700147,20161006,Tomoto,6/10/2016,29.0
700344,20161007,Tomoto,7/10/2016,28.0
700678,20161008,Tomoto,8/10/2016,28.0
701010,20161009,Tomoto,9/10/2016,
701344,20161010,Tomoto,10/10/2016,28.0
701676,20161011,Tomoto,11/10/2016,
702010,20161012,Tomoto,12/10/2016,28.0
702342,20161013,Tomoto,13/10/2016,28.0
702676,20161014,Tomoto,14/10/2016,23.0
703009,20161015,Tomoto,15/10/2016,
703511,20161016,Tomoto,16/10/2016,
703675,20161017,Tomoto,17/10/2016,20.0
704119,20161018,Tomoto,18/10/2016,20.0
704342,20161019,Tomoto,19/10/2016,20.0
704676,20161020,Tomoto,20/10/2016,18.0
705198,20161021,Tomoto,21/10/2016,18.0
705342,20161022,Tomoto,22/10/2016,18.0
705674,20161023,Tomoto,23/10/2016,
706008,20161024,Tomoto,24/10/2016,16.0
706340,20161025,Tomoto,25/10/2016,
706674,20161026,Tomoto,26/10/2016,
707006,20161027,Tomoto,27/10/2016,
707340,20161028,Tomoto,28/10/2016,11.0
707672,20161029,Tomoto,29/10/2016,11.0
708005,20161030,Tomoto,30/10/2016,
708337,20161031,Tomoto,31/10/2016,
708671,20161101,Tomoto,1/11/2016,
709003,20161102,Tomoto,2/11/2016,10.0
709434,20161103,Tomoto,3/11/2016,10.0
709671,20161104,Tomoto,4/11/2016,10.0
710004,20161105,Tomoto,5/11/2016,10.0
710337,20161106,Tomoto,6/11/2016,
710670,20161107,Tomoto,7/11/2016,10.0
711002,20161108,Tomoto,8/11/2016,10.0
711336,20161109,Tomoto,9/11/2016,10.0
711668,20161110,Tomoto,10/11/2016,9.0
712199,20161111,Tomoto,11/11/2016,9.0
712334,20161112,Tomoto,12/11/2016,9.0
712668,20161113,Tomoto,13/11/2016,
712904,20161114,Tomoto,14/11/2016,9.0
713334,20161115,Tomoto,15/11/2016,9.0
713667,20161116,Tomoto,16/11/2016,9.0
714001,20161117,Tomoto,17/11/2016,9.0
714322,20161118,Tomoto,18/11/2016,9.0
714667,20161119,Tomoto,19/11/2016,9.0
714999,20161120,Tomoto,20/11/2016,
715333,20161121,Tomoto,21/11/2016,9.0
715732,20161122,Tomoto,22/11/2016,9.0
715999,20161123,Tomoto,23/11/2016,9.0
716331,20161124,Tomoto,24/11/2016,9.0
716664,20161125,Tomoto,25/11/2016,9.0
716997,20161126,Tomoto,26/11/2016,9.0
717221,20161127,Tomoto,27/11/2016,
717663,20161128,Tomoto,28/11/2016,
717996,20161129,Tomoto,29/11/2016,9.0
718329,20161130,Tomoto,30/11/2016,9.0
718662,20161201,Tomoto,1/12/2016,9.0
719166,20161202,Tomoto,2/12/2016,9.0
719328,20161203,Tomoto,3/12/2016,9.0
719661,20161204,Tomoto,4/12/2016,
719992,20161205,Tomoto,5/12/2016,9.0
720425,20161206,Tomoto,6/12/2016,
720644,20161207,Tomoto,7/12/2016,9.0
720991,20161208,Tomoto,8/12/2016,
721323,20161209,Tomoto,9/12/2016,9.0
721658,20161210,Tomoto,10/12/2016,
721990,20161211,Tomoto,11/12/2016,
722325,20161212,Tomoto,12/12/2016,
722656,20161213,Tomoto,13/12/2016,
722991,20161214,Tomoto,14/12/2016,9.0
723322,20161215,Tomoto,15/12/2016,9.0
723639,20161216,Tomoto,16/12/2016,8.0
723982,20161217,Tomoto,17/12/2016,
