,Datesk,Item_Name,Date,Price
724323,20161218,Tomoto,18/12/2016,
724653,20161219,Tomoto,19/12/2016,8.0
724989,20161220,Tomoto,20/12/2016,8.0
725319,20161221,Tomoto,21/12/2016,8.0
725603,20161222,Tomoto,22/12/2016,8.0
725985,20161223,Tomoto,23/12/2016,8.0
726321,20161224,Tomoto,24/12/2016,8.0
726651,20161225,Tomoto,25/12/2016,
726986,20161226,Tomoto,26/12/2016,9.0
727316,20161227,Tomoto,27/12/2016,9.0
727567,20161228,Tomoto,28/12/2016,9.0
727981,20161229,Tomoto,29/12/2016,9.0
728317,20161230,Tomoto,30/12/2016,9.0
728647,20161231,Tomoto,31/12/2016,9.0
729052,20170102,Tomoto,2/1/2017,9.0
729374,20170103,Tomoto,3/1/2017,9.0
729713,20170104,Tomoto,4/1/2017,9.0
730035,20170105,Tomoto,5/1/2017,9.0
730373,20170106,Tomoto,6/1/2017,9.0
730670,20170107,Tomoto,7/1/2017,9.0
731032,20170108,Tomoto,8/1/2017,
731356,20170109,Tomoto,9/1/2017,9.0
731694,20170110,Tomoto,10/1/2017,10.0
732172,20170111,Tomoto,11/1/2017,11.0
732356,20170112,Tomoto,12/1/2017,10.0
732681,20170113,Tomoto,13/01/2017,10.0
733020,20170114,Tomoto,14/01/2017,
733342,20170115,Tomoto,15/01/2017,
733681,20170116,Tomoto,16/01/2017,17.0
734004,20170117,Tomoto,17/01/2017,17.0
734343,20170118,Tomoto,18/01/2017,17.0
734666,20170119,Tomoto,19/01/2017,16.0
735156,20170120,Tomoto,20/01/2017,14.0
735327,20170121,Tomoto,21/01/2017,14.0
735667,20170122,Tomoto,22/01/2017,
735989,20170123,Tomoto,23/01/2017,
736330,20170124,Tomoto,24/01/2017,20.0
736521,20170125,Tomoto,25/01/2017,20.0
736992,20170126,Tomoto,26/01/2017,22.0
737313,20170127,Tomoto,27/01/2017,22.0
737652,20170128,Tomoto,28/01/2017,21.0
738009,20170129,Tomoto,29/01/2017,
738316,20170130,Tomoto,30/01/2017,21.0
738655,20170131,Tomoto,31/01/2017,21.0
738980,20170201,Tomoto,1/2/2017,22.0
739317,20170202,Tomoto,2/2/2017,
739639,20170203,Tomoto,3/2/2017,22.0
739977,20170204,Tomoto,4/2/2017,23.0
740300,20170205,Tomoto,5/2/2017,
740638,20170206,Tomoto,6/2/2017,28.0
740960,20170207,Tomoto,7/2/2017,28.0
741301,20170208,Tomoto,8/2/2017,28.0
741643,20170209,Tomoto,9/2/2017,28.0
741962,20170210,Tomoto,10/2/2017,27.0
742284,20170211,Tomoto,11/2/2017,25.0
742625,20170212,Tomoto,12/2/2017,
742946,20170213,Tomoto,13/02/2017,27.0
743288,20170214,Tomoto,14/02/2017,27.0
743608,20170215,Tomoto,15/02/2017,26.0
743950,20170216,Tomoto,16/02/2017,26.0
744270,20170217,Tomoto,17/02/2017,26.0
744519,20170218,Tomoto,18/02/2017,26.0
744931,20170219,Tomoto,19/02/2017,
745273,20170220,Tomoto,20/02/2017,26.0
745585,20170221,Tomoto,21/02/2017,26.0
745936,20170222,Tomoto,22/02/2017,25.0
746134,20170223,Tomoto,23/02/2017,29.0
746596,20170224,Tomoto,24/02/2017,34.0
746920,20170225,Tomoto,25/02/2017,35.0
747258,20170226,Tomoto,26/02/2017,
747581,20170227,Tomoto,27/02/2017,38.0
747922,20170228,Tomoto,28/02/2017,38.0
748128,20170301,Tomoto,1/3/2017,
748478,20170302,Tomoto,2/3/2017,35.0
748735,20170303,Tomoto,3/3/2017,32.0
749243,20170304,Tomoto,4/3/2017,30.0
749566,20170305,Tomoto,5/3/2017,
749907,20170306,Tomoto,6/3/2017,32.0
750229,20170307,Tomoto,7/3/2017,32.0
750656,20170308,Tomoto,8/3/2017,33.0
750892,20170309,Tomoto,9/3/2017,34.0
751060,20170310,Tomoto,10/3/2017,33.0
751554,20170311,Tomoto,11/3/2017,30.0
751876,20170312,Tomoto,12/3/2017,
752214,20170313,Tomoto,13/03/2017,28.0
752555,20170314,Tomoto,14/03/2017,28.0
752879,20170315,Tomoto,15/03/2017,28.0
753215,20170316,Tomoto,16/03/2017,28.0
753538,20170317,Tomoto,17/03/2017,28.0
753877,20170318,Tomoto,18/03/2017,28.0
754199,20170319,Tomoto,19/03/2017,
754588,20170320,Tomoto,20/03/2017,28.0
754957,20170321,Tomoto,21/03/2017,28.0
755202,20170322,Tomoto,22/03/2017,28.0
755523,20170323,Tomoto,23/03/2017,28.0
755864,20170324,Tomoto,24/03/2017,28.0
756184,20170325,Tomoto,25/03/2017,28.0
756527,20170326,Tomoto,26/03/2017,
756847,20170327,Tomoto,27/03/2017,
757189,20170328,Tomoto,28/03/2017,28.0
757510,20170329,Tomoto,29/03/2017,
757928,20170330,Tomoto,30/03/2017,28.0
758172,20170331,Tomoto,31/03/2017,
758593,20170401,Tomoto,1/4/2017,
758833,20170402,Tomoto,2/4/2017,
759174,20170403,Tomoto,3/4/2017,29.0
759461,20170404,Tomoto,4/4/2017,29.0
759835,20170405,Tomoto,5/4/2017,27.0
760157,20170406,Tomoto,6/4/2017,24.0
760497,20170407,Tomoto,7/4/2017,24.0
760819,20170408,Tomoto,8/4/2017,24.0
761248,20170409,Tomoto,9/4/2017,
761482,20170410,Tomoto,10/4/2017,19.0
761821,20170411,Tomoto,11/4/2017,
762145,20170412,Tomoto,12/4/2017,16.0
762483,20170413,Tomoto,13/04/2017,16.0
762806,20170414,Tomoto,14/04/2017,16.0
763145,20170415,Tomoto,15/04/2017,16.0
763467,20170416,Tomoto,16/04/2017,
763806,20170417,Tomoto,17/04/2017,13.0
764130,20170418,Tomoto,18/04/2017,13.0
764412,20170419,Tomoto,19/04/2017,13.0
764789,20170420,Tomoto,20/04/2017,15.0
765027,20170421,Tomoto,21/04/2017,13.0
765362,20170422,Tomoto,22/04/2017,13.0
765790,20170423,Tomoto,23/04/2017,
766004,20170424,Tomoto,24/04/2017,
766453,20170425,Tomoto,25/04/2017,13.0
766775,20170426,Tomoto,26/04/2017,12.0
767116,20170427,Tomoto,27/04/2017,12.0
767437,20170428,Tomoto,28/04/2017,11.0
767781,20170429,Tomoto,29/04/2017,11.0
768261,20170430,Tomoto,30/04/2017,
768444,20170501,Tomoto,1/5/2017,13.0
768764,20170502,Tomoto,2/5/2017,13.0
769105,20170503,Tomoto,3/5/2017,13.0
769335,20170504,Tomoto,4/5/2017,13.0
769768,20170505,Tomoto,5/5/2017,
770087,20170506,Tomoto,6/5/2017,
770524,20170507,Tomoto,7/5/2017,
770749,20170508,Tomoto,8/5/2017,13.0
771094,20170509,Tomoto,9/5/2017,13.0
771412,20170510,Tomoto,10/5/2017,13.0
771756,20170511,Tomoto,11/5/2017,13.0
772074,20170512,Tomoto,12/5/2017,13.0
772419,20170513,Tomoto,13/05/2017,13.0
772844,20170514,Tomoto,14/05/2017,
773081,20170515,Tomoto,15/05/2017,13.0
773399,20170516,Tomoto,16/05/2017,
773743,20170517,Tomoto,17/05/2017,13.0
774061,20170518,Tomoto,18/05/2017,15.0
774408,20170519,Tomoto,19/05/2017,15.0
774726,20170520,Tomoto,20/05/2017,16.0
775070,20170521,Tomoto,21/05/2017,
775388,20170522,Tomoto,22/05/2017,15.0
775730,20170523,Tomoto,23/05/2017,15.0
776050,20170524,Tomoto,24/05/2017,15.0
776395,20170525,Tomoto,25/05/2017,15.0
776714,20170526,Tomoto,26/05/2017,14.0
777056,20170527,Tomoto,27/05/2017,14.0
777376,20170528,Tomoto,28/05/2017,
777602,20170529,Tomoto,29/05/2017,22.0
778040,20170530,Tomoto,30/05/2017,22.0
778281,20170531,Tomoto,31/05/2017,21.0
778704,20170601,Tomoto,1/6/2017,20.0
779048,20170602,Tomoto,2/6/2017,20.0
779367,20170603,Tomoto,3/6/2017,20.0
779782,20170604,Tomoto,4/6/2017,
780029,20170605,Tomoto,5/6/2017,24.0
780371,20170606,Tomoto,6/6/2017,24.0
780691,20170607,Tomoto,7/6/2017,24.0
780954,20170608,Tomoto,8/6/2017,25.0
781349,20170609,Tomoto,9/6/2017,25.0
781817,20170610,Tomoto,10/6/2017,
782012,20170611,Tomoto,11/6/2017,
782355,20170612,Tomoto,12/6/2017,
782676,20170613,Tomoto,13/06/2017,25.0
783018,20170614,Tomoto,14/06/2017,25.0
783338,20170615,Tomoto,15/06/2017,24.0
783679,20170616,Tomoto,16/06/2017,25.0
783825,20170617,Tomoto,17/06/2017,28.0
784172,20170618,Tomoto,18/06/2017,
784662,20170619,Tomoto,19/06/2017,44.0
785001,20170620,Tomoto,20/06/2017,44.0
785324,20170621,Tomoto,21/06/2017,42.0
785664,20170622,Tomoto,22/06/2017,42.0
785986,20170623,Tomoto,23/06/2017,40.0
786326,20170624,Tomoto,24/06/2017,40.0
786646,20170625,Tomoto,25/06/2017,
786986,20170626,Tomoto,26/06/2017,40.0
787305,20170627,Tomoto,27/06/2017,42.0
787646,20170628,Tomoto,28/06/2017,48.0
787807,20170629,Tomoto,29/06/2017,54.0
788309,20170630,Tomoto,30/06/2017,55.0
788554,20170701,Tomoto,1/7/2017,57.0
788971,20170702,Tomoto,2/7/2017,
789378,20170703,Tomoto,3/7/2017,64.0
789633,20170704,Tomoto,4/7/2017,68.0
789952,20170705,Tomoto,5/7/2017,80.0
790295,20170706,Tomoto,6/7/2017,80.0
790613,20170707,Tomoto,7/7/2017,79.0
790957,20170708,Tomoto,8/7/2017,79.0
791272,20170709,Tomoto,9/7/2017,
791617,20170710,Tomoto,10/7/2017,79.0
791861,20170711,Tomoto,11/7/2017,77.0
792362,20170712,Tomoto,12/7/2017,88.0
792695,20170713,Tomoto,13/07/2017,88.0
793024,20170714,Tomoto,14/07/2017,88.0
793358,20170715,Tomoto,15/07/2017,88.0
793685,20170716,Tomoto,16/07/2017,
793803,20170717,Tomoto,17/07/2017,90.0
794347,20170718,Tomoto,18/07/2017,90.0
794506,20170719,Tomoto,19/07/2017,90.0
795008,20170720,Tomoto,20/07/2017,90.0
795341,20170721,Tomoto,21/07/2017,92.0
795671,20170722,Tomoto,22/07/2017,
796003,20170723,Tomoto,23/07/2017,
796332,20170724,Tomoto,24/07/2017,86.0
796719,20170725,Tomoto,25/07/2017,86.0
796994,20170726,Tomoto,26/07/2017,82.0
797326,20170727,Tomoto,27/07/2017,69.0
797658,20170728,Tomoto,28/07/2017,69.0
797987,20170729,Tomoto,29/07/2017,45.0
798321,20170730,Tomoto,30/07/2017,
798651,20170731,Tomoto,31/07/2017,58.0
798983,20170801,Tomoto,1/8/2017,58.0
799311,20170802,Tomoto,2/8/2017,58.0
799647,20170803,Tomoto,3/8/2017,58.0
799973,20170804,Tomoto,4/8/2017,58.0
800310,20170805,Tomoto,5/8/2017,58.0
800635,20170806,Tomoto,6/8/2017,
800835,20170807,Tomoto,7/8/2017,55.0
801302,20170808,Tomoto,8/8/2017,55.0
801628,20170809,Tomoto,9/8/2017,55.0
801735,20170810,Tomoto,10/8/2017,54.0
802294,20170811,Tomoto,11/8/2017,50.0
802634,20170812,Tomoto,12/8/2017,52.0
802960,20170813,Tomoto,13/08/2017,
803300,20170814,Tomoto,14/08/2017,57.0
803626,20170815,Tomoto,15/08/2017,
803968,20170816,Tomoto,16/08/2017,57.0
804290,20170817,Tomoto,17/08/2017,56.0
804635,20170818,Tomoto,18/08/2017,56.0
804957,20170819,Tomoto,19/08/2017,56.0
805301,20170820,Tomoto,20/08/2017,
805624,20170821,Tomoto,21/08/2017,57.0
805966,20170822,Tomoto,22/08/2017,57.0
806290,20170823,Tomoto,23/08/2017,57.0
806632,20170824,Tomoto,24/08/2017,57.0
806956,20170825,Tomoto,25/08/2017,57.0
807298,20170826,Tomoto,26/08/2017,50.0
807622,20170827,Tomoto,27/08/2017,
807964,20170828,Tomoto,28/08/2017,49.0
808286,20170829,Tomoto,29/08/2017,54.0
808630,20170830,Tomoto,30/08/2017,54.0
808952,20170831,Tomoto,31/08/2017,44.0
809154,20170901,Tomoto,1/9/2017,40.0
809618,20170902,Tomoto,2/9/2017,40.0
809962,20170903,Tomoto,3/9/2017,
810285,20170904,Tomoto,4/9/2017,34.0
810629,20170905,Tomoto,5/9/2017,34.0
810950,20170906,Tomoto,6/9/2017,30.0
811295,20170907,Tomoto,7/9/2017,
811616,20170908,Tomoto,8/9/2017,26.0
811961,20170909,Tomoto,9/9/2017,26.0
812280,20170910,Tomoto,10/9/2017,
812626,20170911,Tomoto,11/9/2017,22.0
812946,20170912,Tomoto,12/9/2017,22.0
813292,20170913,Tomoto,13/09/2017,22.0
813612,20170914,Tomoto,14/09/2017,22.0
813957,20170915,Tomoto,15/09/2017,22.0
814277,20170916,Tomoto,16/09/2017,22.0
814622,20170917,Tomoto,17/09/2017,
814944,20170918,Tomoto,18/09/2017,21.0
815288,20170919,Tomoto,19/09/2017,21.0
815609,20170920,Tomoto,20/09/2017,21.0
815952,20170921,Tomoto,21/09/2017,21.0
816274,20170922,Tomoto,22/09/2017,20.0
816618,20170923,Tomoto,23/09/2017,
816941,20170924,Tomoto,24/09/2017,
817283,20170925,Tomoto,25/09/2017,20.0
817607,20170926,Tomoto,26/09/2017,20.0
817950,20170927,Tomoto,27/09/2017,20.0
818273,20170928,Tomoto,28/09/2017,20.0
818409,20170929,Tomoto,29/09/2017,20.0
818939,20170930,Tomoto,30/09/2017,
819282,20171001,Tomoto,1/10/2017,
819606,20171002,Tomoto,2/10/2017,22.0
819948,20171003,Tomoto,3/10/2017,22.0
820273,20171004,Tomoto,4/10/2017,22.0
820614,20171005,Tomoto,5/10/2017,22.0
820939,20171006,Tomoto,6/10/2017,
821280,20171007,Tomoto,7/10/2017,27.0
821605,20171008,Tomoto,8/10/2017,
821933,20171009,Tomoto,9/10/2017,30.0
822271,20171010,Tomoto,10/10/2017,30.0
822612,20171011,Tomoto,11/10/2017,38.0
822937,20171012,Tomoto,12/10/2017,38.0
823278,20171013,Tomoto,13/10/2017,38.0
823602,20171014,Tomoto,14/10/2017,38.0
823944,20171015,Tomoto,15/10/2017,
824268,20171016,Tomoto,16/10/2017,39.0
824611,20171017,Tomoto,17/10/2017,40.0
824935,20171018,Tomoto,18/10/2017,42.0
825276,20171019,Tomoto,19/10/2017,46.0
825600,20171020,Tomoto,20/10/2017,49.0
825942,20171021,Tomoto,21/10/2017,49.0
826266,20171022,Tomoto,22/10/2017,
826608,20171023,Tomoto,23/10/2017,52.0
826749,20171024,Tomoto,24/10/2017,52.0
827274,20171025,Tomoto,25/10/2017,52.0
827598,20171026,Tomoto,26/10/2017,55.0
827940,20171027,Tomoto,27/10/2017,58.0
828264,20171028,Tomoto,28/10/2017,58.0
828607,20171029,Tomoto,29/10/2017,
828930,20171030,Tomoto,30/10/2017,58.0
829274,20171031,Tomoto,31/10/2017,58.0
829596,20171101,Tomoto,1/11/2017,58.0
829940,20171102,Tomoto,2/11/2017,58.0
830261,20171103,Tomoto,3/11/2017,58.0
830607,20171104,Tomoto,4/11/2017,58.0
830927,20171105,Tomoto,5/11/2017,
831264,20171106,Tomoto,6/11/2017,54.0
831593,20171107,Tomoto,7/11/2017,54.0
831775,20171108,Tomoto,8/11/2017,54.0
832260,20171109,Tomoto,9/11/2017,57.0
832607,20171110,Tomoto,10/11/2017,60.0
832927,20171111,Tomoto,11/11/2017,60.0
833272,20171112,Tomoto,12/11/2017,
833593,20171113,Tomoto,13/11/2017,60.0
833937,20171114,Tomoto,14/11/2017,60.0
834259,20171115,Tomoto,15/11/2017,60.0
834594,20171116,Tomoto,16/11/2017,59.0
834934,20171117,Tomoto,17/11/2017,58.0
835260,20171118,Tomoto,18/11/2017,55.0
835601,20171119,Tomoto,19/11/2017,
835928,20171120,Tomoto,20/11/2017,52.0
836078,20171121,Tomoto,21/11/2017,52.0
836594,20171122,Tomoto,22/11/2017,49.0
836935,20171123,Tomoto,23/11/2017,48.0
837260,20171124,Tomoto,24/11/2017,48.0
837601,20171125,Tomoto,25/11/2017,45.0
837926,20171126,Tomoto,26/11/2017,
838267,20171127,Tomoto,27/11/2017,42.0
838592,20171128,Tomoto,28/11/2017,42.0
838933,20171129,Tomoto,29/11/2017,40.0
839305,20171130,Tomoto,30/11/2017,39.0
839398,20171201,Tomoto,1/12/2017,38.0
839925,20171202,Tomoto,2/12/2017,39.0
840265,20171203,Tomoto,3/12/2017,
840591,20171204,Tomoto,4/12/2017,39.0
840931,20171205,Tomoto,5/12/2017,42.0
841256,20171206,Tomoto,6/12/2017,
841597,20171207,Tomoto,7/12/2017,42.0
841922,20171208,Tomoto,8/12/2017,40.0
842262,20171209,Tomoto,9/12/2017,32.0
842587,20171210,Tomoto,10/12/2017,
842928,20171211,Tomoto,11/12/2017,30.0
843254,20171212,Tomoto,12/12/2017,28.0
843593,20171213,Tomoto,13/12/2017,27.0
843919,20171214,Tomoto,14/12/2017,25.0
844260,20171215,Tomoto,15/12/2017,22.0
844585,20171216,Tomoto,16/12/2017,20.0
844926,20171217,Tomoto,17/12/2017,
845251,20171218,Tomoto,18/12/2017,15.0
845387,20171219,Tomoto,19/12/2017,15.0
845918,20171220,Tomoto,20/12/2017,14.0
846257,20171221,Tomoto,21/12/2017,12.0
846585,20171222,Tomoto,22/12/2017,10.0
846923,20171223,Tomoto,23/12/2017,10.0
847252,20171224,Tomoto,24/12/2017,
847589,20171225,Tomoto,25/12/2017,10.0
847918,20171226,Tomoto,26/12/2017,10.0
848256,20171227,Tomoto,27/12/2017,10.0
848584,20171228,Tomoto,28/12/2017,10.0
848922,20171229,Tomoto,29/12/2017,10.0
849249,20171230,Tomoto,30/12/2017,10.0
849588,20171231,Tomoto,31/12/2017,
849915,20180101,Tomoto,1/1/2018,10.0
850254,20180102,Tomoto,2/1/2018,10.0
850581,20180103,Tomoto,3/1/2018,10.0
850862,20180104,Tomoto,4/1/2018,12.0
851246,20180105,Tomoto,5/1/2018,11.0
851587,20180106,Tomoto,6/1/2018,11.0
851912,20180107,Tomoto,7/1/2018,
852253,20180108,Tomoto,8/1/2018,11.0
852578,20180109,Tomoto,9/1/2018,10.0
852919,20180110,Tomoto,10/1/2018,10.0
853244,20180111,Tomoto,11/1/2018,10.0
853585,20180112,Tomoto,12/1/2018,
853910,20180113,Tomoto,13/01/2018,10.0
854251,20180114,Tomoto,14/01/2018,
854574,20180115,Tomoto,15/01/2018,10.0
854916,20180116,Tomoto,16/01/2018,10.0
855240,20180117,Tomoto,17/01/2018,10.0
855583,20180118,Tomoto,18/01/2018,11.0
855906,20180119,Tomoto,19/01/2018,10.0
856249,20180120,Tomoto,20/01/2018,10.0
856573,20180121,Tomoto,21/01/2018,
856916,20180122,Tomoto,22/01/2018,10.0
857239,20180123,Tomoto,23/01/2018,10.0
857580,20180124,Tomoto,24/01/2018,10.0
857905,20180125,Tomoto,25/01/2018,10.0
858246,20180126,Tomoto,26/01/2018,10.0
858571,20180127,Tomoto,27/01/2018,10.0
858912,20180128,Tomoto,28/01/2018,
859237,20180129,Tomoto,29/01/2018,10.0
859579,20180130,Tomoto,30/01/2018,10.0
859903,20180131,Tomoto,31/01/2018,10.0
860149,20180201,Tomoto,1/2/2018,9.0
860569,20180202,Tomoto,2/2/2018,9.0
860911,20180203,Tomoto,3/2/2018,9.0
861235,20180204,Tomoto,4/2/2018,
861577,20180205,Tomoto,5/2/2018,10.0
861902,20180206,Tomoto,6/2/2018,10.0
862243,20180207,Tomoto,7/2/2018,10.0
862569,20180208,Tomoto,8/2/2018,10.0
862908,20180209,Tomoto,9/2/2018,10.0
863233,20180210,Tomoto,10/2/2018,10.0
863575,20180211,Tomoto,11/2/2018,
863899,20180212,Tomoto,12/2/2018,10.0
864241,20180213,Tomoto,13/02/2018,10.0
864565,20180214,Tomoto,14/02/2018,10.0
864906,20180215,Tomoto,15/02/2018,9.0
865232,20180216,Tomoto,16/02/2018,9.0
865571,20180217,Tomoto,17/02/2018,9.0
865898,20180218,Tomoto,18/02/2018,
866237,20180219,Tomoto,19/02/2018,9.0
866503,20180220,Tomoto,20/02/2018,9.0
866903,20180221,Tomoto,21/02/2018,9.0
867230,20180222,Tomoto,22/02/2018,9.0
867569,20180223,Tomoto,23/02/2018,10.0
867896,20180224,Tomoto,24/02/2018,10.0
868235,20180225,Tomoto,25/02/2018,
868561,20180226,Tomoto,26/02/2018,10.0
868900,20180227,Tomoto,27/02/2018,10.0
